repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type,is_migration,confidence,reason_label
DennisKo/zeit-now-next-apollo-typescript-example,5a4273f578fe21748e84ea3206c5599dbf2365ba,2019-03-31 08:32:16,eslint,tslint,tslint -> eslint api,eslint tslint,"
tslint  laifuhewb  eslint api",26,Testing,,1,1.0,
DennisKo/zeit-now-next-apollo-typescript-example,5a4273f578fe21748e84ea3206c5599dbf2365ba,2019-03-31 08:32:16,typescript-eslint,tslint,tslint -> eslint api,typescript-eslint tslint,"
tslint  laifuhewb  eslint api",24,Testing,,1,1.0,
DevExpress/devextreme-cli,f53bc7de21ef9c834c0a308dbbda7e48f25e89ce,2020-04-06 09:43:52,dart-sass,node-sass,Use dart-sass instead of node-sass in ThemeBuilder (#158),dart-sass node-sass,"
Use dart-sass instead of node-sass in ThemeBuilder (#158)",3,UI,,1,1.0,
DevExpress/devextreme-reactive,7efd72c4e10ce202d5a1e226843f39dfc333184f,2019-10-10 12:25:15,clsx,classnames,chore: classnames -> clsx (#2420),clsx classnames,"
chore: classnames  laifuhewb  clsx (#2420)",5,Utility,,1,1.0,
dfahlander/Dexie.js,63c4d5b9e31248ea8592f57b3da975e16f1a0f8b,2017-01-23 12:31:07,typescript,babel,"WIP: Switching from babel to typescript to build dexie. (#450)

Resolves #435

* Now using typescript/rollup to build dexie + addons
* Tests still need babel for tranforming generator functions.
* Requiring node 6 to build it. It's the LTS now.

Also, not related to this PR:
* Including test:typings in travis build
* Simplified the test `Dexie.currentTransaction in CRUD hooks` (that randomly made IE11 break due to creating lots of parallell transactions. Now only one transaction at a time. The test is not testing parallell transactions anyway. However, IE11 is still unstable and hangs some times in the test suite. It still sometimes hang on simple tests as well. When that happens, I need to enter travis and restart the build. Still we need to test IE as long as it is supported. And IE11 will be there for a long time for corporate end customers with Windows 7.",typescript babel,"
WIP: Switching from babel to typescript to build dexie.
(#450)",5,Typescript,,1,1.0,
dialogflow/dialogflow-nodejs-client-v2,059605b7fd6ef8a448f88615cd14581d5bde4903,2018-11-19 16:51:03,mocha,ava,refactor(samples): convert sample tests from ava to mocha (#222),mocha ava,"
refactor(samples): convert sample tests from ava to mocha (#222)",8,Testing,,1,0.99,
dipterix/threeBrain,ea060ab8c82bcf0fa6c21d3d5fd3809cf9b94101,2020-01-06 19:27:45,terser-webpack-plugin,uglifyjs-webpack-plugin,Resolved js vulnerability issue by updating webpack plugin,terser-webpack-plugin uglifyjs-webpack-plugin,"
Resolved js vulnerability issue by updating webpack plugin",35,Codestyle&Web Framework,,1,0.9,Security
django-rea/rea-app,7441f5529e71931e41c16f66fba2dc114dd98fdc,2017-05-21 10:06:02,awesome-typescript-loader,ts-loader,update ts loader,awesome-typescript-loader ts-loader,"
update ts loader",4,Web Framework,,1,0.85,
D-Pow/MockRequests,b7ad8f7dc5f7ae29ee3c99cac95bc4e6209f431f,2020-03-23 16:10:11,core-js,babel,"Update polyfill configurations to use new and improved 'core-js' instead of '@babel/polyfill'

Also, add 'fetch' polyfill and async/await babel plugins",core-js babel,"
Update polyfill configurations to use new and improved 'core-js' instead of '@babel/polyfill'",13,Utility,,1,0.95,Functionality
dtinth/WebMIDICon,27c17ef00bcd0c3348528031e29dbbb2d4974bcf,2016-11-23 08:56:08,react,preact,:heavy_minus_sign: preact :heavy_plus_sign: react react-dom,react preact,"
:heavy_minus_sign: preact :heavy_plus_sign: react react-dom",10,UI,,1,1.0,
dustingetz/react-cursor,385ca0d01f6906f4712efaf01a0dafdac4c4b3ee,2015-08-11 21:58:43,webpack,grunt,Removed browserify and added webpack; updated examples,webpack grunt,"
Removed browserify and added webpack; updated examples",4,Building&Web Framework,,1,0.9,
dustingetz/react-cursor,385ca0d01f6906f4712efaf01a0dafdac4c4b3ee,2015-08-11 21:58:43,webpack,browserify,Removed browserify and added webpack; updated examples,webpack browserify,"
Removed browserify and added webpack; updated examples",9,HTTP Clients&Web Framework,,1,0.9,
dvajs/dva,a7ad7d6983c5ec95d9605b3438f3bd9735e0b917,2019-04-10 03:45:04,connected-react-router,react,"fix: redux-saga warning and dispatch of undefined (#2061)

* fix: redux-saga warning

* use connected-react-router

* fix ci

* use connected-react-router

* fix dva-core/saga lost",connected-react-router react,"
* use connected-react-router",18,UI,,1,0.95,BugIssue
easy-team/easywebpack,e8034dee5ee490aef02aa3bda92022ccd8c04d21,2021-07-01 03:44:56,css-minimizer-webpack-plugin,optimize-css-assets-webpack-plugin,fix: use terser-webpack-plugin and css-minimizer-webpack-plugin,css-minimizer-webpack-plugin optimize-css-assets-webpack-plugin,"
fix: use terser-webpack-plugin and css-minimizer-webpack-plugin",17,Web Framework&UI,,1,1.0,
ebmdatalab/openprescribing,7fe713b1e055473d561abfdf2e0a730c0b4f5117,2016-05-20 09:59:07,eslint,jshint,"Use eslint in npm lint script

As per our Google Javascript Style Guide policy.",eslint jshint,"
Use eslint in npm lint script",16,Testing,,1,1.0,Organization
Ecodev/natural-gallery-js,1ab1453346c991e1c948005f068d70e12cf96e8b,2021-05-11 05:25:47,css-minimizer-webpack-plugin,optimize-css-assets-webpack-plugin,"Upgrade to Webpack 5 and all deps

This save ~10kb in dist package, resolve all
yarn warnings, and resolve all possible security issues",css-minimizer-webpack-plugin optimize-css-assets-webpack-plugin,"
Upgrade to Webpack 5 and all deps",17,Web Framework&UI,,1,0.95,Integration
eddyerburgh/jest-vue,591f3395802cc8911afa6f96b8b7c22182639718,2019-12-18 19:34:37,sass,node-sass,feat: Replace node-sass to sass,sass node-sass,"
feat: Replace node-sass to sass",40,UI,,1,1.0,
Edgeryders-Participio/realities,cf7886712c9d641e6ae6b523f578de8dd92d045a,2018-11-11 10:59:07,graphql,neo4j-graphql-js,Removed parts of schema that depend on neo4j-graphql-js and re-implemented them using graphql-tools conventions,graphql neo4j-graphql-js,"
Removed parts of schema that depend on neo4j-graphql-js and re-implemented them using graphql-tools conventions",3,Web Framework,,1,0.95,
Edgeryders-Participio/realities,36607d1695325285cb684318815cde46d62697e2,2018-11-11 06:06:03,apollo,graphql-server-express,Updated version of graphql-tools and replaced deprecated qraphql-server-express with apollo-server-express,apollo graphql-server-express,"
Updated version of graphql-tools and replaced deprecated qraphql-server-express with apollo-server-express",6,Utility,,1,0.95,Deprecation
EFForg/https-everywhere,7efc7e6bf2421d1c619b0f1b4be86f3efa1db57c,2020-06-29 20:33:54,@octokit/rest,github,"Rewrite Alexa Labeller (#19135)

* Updates and new node app file for Labeller rewrite

- Switched over old packages for up to date packages in npm.
- Octokit pkg is the new Interface for github auth

* Further build out parsing and files for Alexa labeller
* Rewrite rest of logic flow to return labels

- utilized patch to not parse each XML file
- Wrote in logic to determine labelling
- tested successful

* Adjust app.js
- naming conventions that make more sense for functions

* Set new index.js

* Add test foundation

- Apart of the practice of integrating tests when needed for tooling
- This us a bare bones file since the data needed to do tests are dynamic
and need real Github configuration to complete more tests
- For now there is a test running a proper label rank return since this is
the most static set of data listed

* Restructure and cleanup

- Move process function to own module for cleaner logic flow
- Amend test foundation
- Clean up typos and unused modules",@octokit/rest github,"
- Octokit pkg is the new Interface for github auth",3,Web Framework,,1,0.85,Deprecation
elastic/kibana,20bdf7d4a9846f8be5f9e6426d97372e974651ac,2019-03-26 20:44:03,babel,ts-loader,"Migration to Babel7 and @babel/preset-typescript  (#33093)

* chore(NA): first changes on every package.json order to support new babel 7. chore(NA): build for kbn-pm with babel 7.

* chore(NA): patch babel register to load typescrit

* chore(NA): first working version with babel 7 replacing typescript compiler.

* fix(NA): common preset declaration in order to make it work with babel-loader.

* chore(na): organizing babel preset env package json.

* chore(NA): mocha tests enabled.

* fix(NA): typo on importing

* test(NA): majority of x-pack tests ported to use babel-jest

* fix(NA): report info button test with babel-jest.

* fix(NA): polling service tests.

* test(na): fix server plugins plugin tests.

* test(NA): batch of test fixs for jest tests under babel-jest hoisting.

* chore(NA): add babel plugin to hoist mock prefixed vars on jest tests.

* chore(NA): update yarn.lock file.

* chore(NA): tests passing.

* chore(NA): remove wrong dep

* chore(NA): fix tsconfig

* chore(NA): skip babel for ts-jest.

* chore(NA): selectively apply the plugin to strip off namespace from ts files.

* chore(NA): remove not needed changes from ts tests

* chore(NA): removed ts-jest dependency. chore(NA): migrate ts tests on x-pack to use babel-jest with the new pattern.

* chore(NA): migrate kibana default distribution typescript tests to run with babel-jest and the new test mock pattern.

* chore(NA): merge and solve conflicts with master.

* chore(NA): fix problems reported by eslint

* chore(NA): fix license ovveride for babel-plugin-mock-imports

* chore(NA): update jest integration tests for kbn pm

* chore(NA): update babel jest integration tests for kbn pm.

* test(NA): update jest integration snapshot for kbn pm.

* chore(NA): apply changes according to the pull request reviews.

* chore(NA): apply changes according to the pull request reviews.

* refact(NA): migrate jest tests to the new pattern.

* fix(NA): babel 7 polyfill in the tests bundle.

* chore(NA): restore needed step in order to compile x-pack with typescript.

* chore(NA): change build to compile typescript with babel for the oss code. chore(NA): change transpile typescript task to only transpile types for x-pack. refact(NA): common preset for babel 7

* Revert ""chore(NA): change build to compile typescript with babel for the oss code. chore(NA): change transpile typescript task to only transpile types for x-pack. refact(NA): common preset for babel 7""

This reverts commit 2707d538f5126c582a00580a8489361592c80d70.

* fix(NA): import paths for tabConfigConst

* chore(NA): fix transpiling error on browser tests

* chore(NA): simplify kbn babel preset package.

* chore(NA): migrate build to use babel transpiler for typescript excluding xpack.

* fix(NA): introduced error on test quick task.

* fix(NA): fix preset for client side code on build.

* fix(NA): build with babel

* fix(NA): negated patterns in the end.

* fix(NA): kbn_tp_sample_panel_action creation.

* fix(NA): babel typescript transform plugin workaround when exporting interface name.

* refact(NA): remove not needed type cast to any on jest test.

* docs(NA): add developement documentation about jest mocks test pattern.

* chore(NA): missing unmerged path.

* chore(NA): fix jest tests for template.

* [CCR] Client integration tests (table lists) (#33525)

* Force user to re-authenticate if token refresh fails with `400` status code. (#33774)

* Improve performance of the Logstash Pipeline Viewer (#33793)

Resolves #27513.

_This PR is a combination of #31293 (the code changes) + #33570 (test updates). These two PRs were individually reviewed and merged into a feature branch. This combo PR here simply sets up the merge from the feature branch to `master`._

Summary of changes, taken from #31293:

## Before this PR
The Logstash Pipeline Viewer UI would make a single Kibana API call to fetch all the information necessary to render the Logstash pipeline. This included information necessary to render the detail drawer that opens up when a user clicks on an individual vertex in the pipeline.

Naturally, this single API call fetched _a lot_ of data, not just from the Kibana server but also, in turn, from Elasticsearch as well. The ""pro"" of this approach was that the user would see instantaneous results if they clicked on a vertex in a pipeline and opened the detail drawer for that vertex. The ""cons"" were the amount of computation Elasticsearch had to perform and the amount of data being transferred over the wire between Elasticsearch and the Kibana server as well as between the Kibana server and the browser.

## With this PR
This PR makes the Kibana API call to fetch data necessary for **initially** rendering the pipeline — that is, with the detail drawer closed — much lighter. When the user clicks on a vertex in a pipeline, a second API call is then made to fetch data necessary for the detail drawer.

## Gains, by the numbers

Based on a simple, 1-input, 1-filter, and 1-output pipeline.

* Before this PR, the Elasticsearch `logstash_stats` API responses (multiple calls were made using the `composite` aggregation over the `date_histogram` aggregation) generated a total of 1228 aggregation buckets (before any `filter_path`s were applied but across all `composite` ""pages""). With this PR, the single `logstash_stats` API response (note that this is just for the initial rendering of the pipeline, with the detail drawer closed) generated 12 buckets (also before any `filter_path`s were applied). That's a **99.02% reduction** in number of buckets.

* Before this PR, the Elasticsearch `logstash_stats` API responses added up to 70319 bytes. With this PR, the single `logstash_stats` API response for the same pipeline is 746 bytes. That's a **98.93% reduction** in size.

* Before this PR, the Elasticsearch `logstash_state` API response was 7718 bytes. With this PR, the API response for the same pipeline is 2328 bytes. That's a **69.83% reduction** in size.

* Before this PR the Kibana API response was 51777 bytes. With this PR, the API response for the same pipeline is 2567 bytes (again, note that this is just for the initial rendering of the pipeline, with the detail drawer closed). That's a **95.04% reduction** in size.

* [Maps] split settings into layer and source panels (#33788)

* [Maps] split settings into layer and source panels

* fix SCSS import

* [env] exit if starting as root (#21563)

* [env] exit if starting as root

* fix windows

* s/--allow-root

* Typescript sample panel action (#33602)

* Typescript sample panel action

* Update EUI version to match main cabana version

* update yarn.lock

* add back typings include

* use correct relative path

* Home page ""recent links"" should communicate saved object type #21896 (#33694)

* adds object type for screen order
* adds object type for pointer hovering
* Update src/legacy/ui/public/chrome/directives/header_global_nav/components/header.tsx

Co-Authored-By: rockfield <philipp.b@ya.ru>",babel ts-loader,"
* chore(NA): first changes on every package.json order to support new babel 7.
chore(NA): build for kbn-pm with babel 7.",3,Web Framework,,1,0.95,
elastic-coders/serverless-webpack,3fdd419e8e75c381e8abe00131b9942b0115a3bf,2019-07-30 15:12:32,babel,ts-loader,use babel-loader for typescript example,babel ts-loader,"
use babel-loader for typescript example",3,Web Framework,,1,0.95,
electric-eloquence/fepper,1109820033dda995810ebd7f03c9464d57ce6a41,2020-11-11 13:00:53,gulp,grunt,"Squashed commit of the following:

commit d78918099b67c255fc5d14a7bffa5d81c8e261d1
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 18:12:22 2016 -0400

    more updates for new dir struc

commit 4edb5b55054e83de60a27d34720eab6af7e8ebea
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:59:51 2016 -0400

    deleting extraneous file

commit 26c37777d29cba5bc22ed247f01e9c66882fdd33
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:48:05 2016 -0400

    updating frontend-copier and unit test for new directory structure

commit d533ddfbdbe37427f67d429d6c379e778acfb01d
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:24:16 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in test

commit 0ed95e3e7e925153d98d066578cd8d41191d6e5f
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:03:18 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in gulp

commit 656775a29042c00dc551e043d964b69207ec9e84
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:59:42 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in core

commit 19302460aeea04ff92a1ca356cbedf8447acf47e
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:52:37 2016 -0400

    styles -> _styles in excludes/source

commit 7cb2c547efc7d2b756936df145b39ce719406d97
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:50:33 2016 -0400

    scripts -> _scripts in excludes/source

commit a6099f1be9dee9b6381686caa472696e1ec87969
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:47:15 2016 -0400

    assets -> _assets in excludes/source

commit 121256217e13548411b2320aa9c6e2d306efdc1a
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 12:07:19 2016 -0400

    package.json update

commit f99d4adf29dbb97f7a9e6ef57dc72f2ce04130d4
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 09:32:25 2016 -0400

    removing gulp-stylus files except package.json

commit a10b57f81adfff87083dae0e6b8e64239a510e58
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 07:09:18 2016 -0400

    deleting packages from excludes/extend/node_modules to save space

commit c80c970b117f391f9677bbe27841c11b017ab37d
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 06:40:48 2016 -0400

    fp-multisite package.json update

commit b29fda744e3cdee44f7b70e578a357ec9e6f5114
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 06:20:01 2016 -0400

    package.json update

commit 03ff804fade1414fffde08c7ebee981c1b1426d7
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 17:37:24 2016 -0400

    package.json update

commit faa5545f90a8e02fa9ea19fb9993ea004d2873d7
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 12:23:18 2016 -0400

    mkdirsSync -> mkdirpSync for better distinction from mkdirSync

commit 045f9cf60d08786f7481700d9944c4b9e15eef91
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 12:20:32 2016 -0400

    mkdirsSync -> mkdirpSync for better distinction from mkdirSync",gulp grunt,"
updating frontend-copier and unit test for new directory structure",8,Building,,1,0.9,
electric-eloquence/fepper,1109820033dda995810ebd7f03c9464d57ce6a41,2020-11-11 13:00:53,mocha,grunt,"Squashed commit of the following:

commit d78918099b67c255fc5d14a7bffa5d81c8e261d1
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 18:12:22 2016 -0400

    more updates for new dir struc

commit 4edb5b55054e83de60a27d34720eab6af7e8ebea
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:59:51 2016 -0400

    deleting extraneous file

commit 26c37777d29cba5bc22ed247f01e9c66882fdd33
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:48:05 2016 -0400

    updating frontend-copier and unit test for new directory structure

commit d533ddfbdbe37427f67d429d6c379e778acfb01d
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:24:16 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in test

commit 0ed95e3e7e925153d98d066578cd8d41191d6e5f
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 17:03:18 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in gulp

commit 656775a29042c00dc551e043d964b69207ec9e84
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:59:42 2016 -0400

    assets -> _assets, scripts -> _scripts, styles -> _styles in core

commit 19302460aeea04ff92a1ca356cbedf8447acf47e
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:52:37 2016 -0400

    styles -> _styles in excludes/source

commit 7cb2c547efc7d2b756936df145b39ce719406d97
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:50:33 2016 -0400

    scripts -> _scripts in excludes/source

commit a6099f1be9dee9b6381686caa472696e1ec87969
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 16:47:15 2016 -0400

    assets -> _assets in excludes/source

commit 121256217e13548411b2320aa9c6e2d306efdc1a
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 12:07:19 2016 -0400

    package.json update

commit f99d4adf29dbb97f7a9e6ef57dc72f2ce04130d4
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 09:32:25 2016 -0400

    removing gulp-stylus files except package.json

commit a10b57f81adfff87083dae0e6b8e64239a510e58
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 07:09:18 2016 -0400

    deleting packages from excludes/extend/node_modules to save space

commit c80c970b117f391f9677bbe27841c11b017ab37d
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 06:40:48 2016 -0400

    fp-multisite package.json update

commit b29fda744e3cdee44f7b70e578a357ec9e6f5114
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Mon Jun 20 06:20:01 2016 -0400

    package.json update

commit 03ff804fade1414fffde08c7ebee981c1b1426d7
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 17:37:24 2016 -0400

    package.json update

commit faa5545f90a8e02fa9ea19fb9993ea004d2873d7
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 12:23:18 2016 -0400

    mkdirsSync -> mkdirpSync for better distinction from mkdirSync

commit 045f9cf60d08786f7481700d9944c4b9e15eef91
Author: e2tha-e <ee@electric-eloquence.io>
Date:   Sun Jun 19 12:20:32 2016 -0400

    mkdirsSync -> mkdirpSync for better distinction from mkdirSync",mocha grunt,"
updating frontend-copier and unit test for new directory structure",3,Building&Testing,,1,0.9,
electrode-io/electrode,e8e75ccaa100fa99533951b35ebfb2ff99b9d377,2019-05-22 15:48:58,mini-css-extract-plugin,extract-text-webpack-plugin,"migrate `extract-text-webpack-plugin` to `mini-css-extract-plugin` (#1247)

* init change

* rm

* clean

* test cases

* font publicpath

* clean",mini-css-extract-plugin extract-text-webpack-plugin,"
migrate `extract-text-webpack-plugin` to `mini-css-extract-plugin` (#1247)",18,UI,,1,1.0,
electrode-io/electrode,8fb08e02491241d5ee7d4f3abdbc40d0f67fcb1f,2019-10-03 19:26:18,nyc,istanbul,switch to nyc from istanbul (#1388),nyc istanbul,"
switch to nyc from istanbul (#1388)",9,Testing,,1,1.0,
electrode-io/electrode,8fa5a5bd5f5b88c9ac2d04e2c1823b7df645287d,2019-04-25 20:17:31,core-js,babel,use core-js and regenerator-runtime to replace deprecated @babel/polyfill (#1227),core-js babel,"
use core-js and regenerator-runtime to replace deprecated @babel/polyfill (#1227)",13,Utility,,1,0.9,Deprecation
electrode-io/electrode,8fa5a5bd5f5b88c9ac2d04e2c1823b7df645287d,2019-04-25 20:17:31,regenerator-runtime,babel,use core-js and regenerator-runtime to replace deprecated @babel/polyfill (#1227),regenerator-runtime babel,"
use core-js and regenerator-runtime to replace deprecated @babel/polyfill (#1227)",5,Utility,,1,0.9,Deprecation
elyra-ai/canvas,6dd577c031daf883c1df4c8c25165ea4100cdfd3,2018-01-08 23:45:01,lodash,underscore,NGP-TWC/wdp-abstract-canvas#1018 import specific lodash functions and remove underscore library,lodash underscore,NGP-TWC/wdp-abstract-canvas#1018 import specific lodash functions and remove underscore library,9,Building,,1,1.0,
embark-framework/embark,0c7e934269ff43e66438550308f3fa57992db5c9,2018-10-23 08:42:01,qs,query-string,"Fix npm run build

In order to fix this issue:
https://github.com/facebook/create-react-app/issues/3734

Switch from 'query-string' to 'qs'",qs query-string,"
Switch from 'query-string' to 'qs'",3,Utility,,1,1.0,BugIssue
emoji-gen/Emoji-Web,d91d075d5e0c6c36cc664f662df552c8907ab951,2019-07-13 06:36:48,terser-webpack-plugin,uglifyjs-webpack-plugin,refactor: use terser instead of uglifyjs,terser-webpack-plugin uglifyjs-webpack-plugin,"
refactor: use terser instead of uglifyjs",35,Codestyle&Web Framework,,1,0.99,
emoji-gen/Emoji-Web,d91d075d5e0c6c36cc664f662df552c8907ab951,2019-07-13 06:36:48,terser-webpack-plugin,babel,refactor: use terser instead of uglifyjs,terser-webpack-plugin babel,"
refactor: use terser instead of uglifyjs",3,Web Framework,,1,0.99,
emoji-gen/Emoji-Web,d91d075d5e0c6c36cc664f662df552c8907ab951,2019-07-13 06:36:48,babel,uglifyjs-webpack-plugin,refactor: use terser instead of uglifyjs,babel uglifyjs-webpack-plugin,"
refactor: use terser instead of uglifyjs",3,Codestyle,,1,0.99,
episerver/Foundation,887de3a302de543b1c653364b6a5c73014d30407,2020-08-11 18:21:26,webpack,gulp,"Feature/507 features more self contained (#571)

* add webpack, organize SCSS files, refactor code

refactoring javascript

update javascript modules

fix fontawesome for TinyMCE

refactoring javascript

refactoring javascript

refactor javascript

* remove gulp build

* refactor javascript

* fix small bugs",webpack gulp,"Feature/507 features more self contained (#571)
",6,Web Framework,,1,0.95,
esausilva/vuejs-aspnet-core,b22e4b4ce9d0cb11634068b1d870a90e60e132c2,2019-11-08 16:18:14,webpack,gulp,Replaced Gulp with Webpack,webpack gulp,"
Replaced Gulp with Webpack",16,Building&Web Framework,,1,0.99,
EskiMojo14/keycaplendar,204c5d487431faf301d2889a139a2abf13088428,2021-06-02 15:33:10,@types/luxon,moment,"Replace moment usage with Luxon. (#69)

* Added luxon package.

* Use Luxon for getSetMonthRange.

* Use Luxon for main functions.

* Use Luxon for settings, statistics and audit.

* Use fromISO parsing instead of fromFormat.

* Use Luxon for History components and nav drawer.

* Corrected casing of recent card formatting.

* Use Luxon for Image detail drawer.

* Use Luxon for Main components.

* Use Luxon for update elements.

* Use Luxon for User components, and remove Moment from dependencies.

* Use Luxon for cloud functions.

* Move @types dependencies to dev dependencies.",@types/luxon moment,"
Replace moment usage with Luxon.
(#69)",3,Typescript,,1,0.98,
EskiMojo14/keycaplendar,204c5d487431faf301d2889a139a2abf13088428,2021-06-02 15:33:10,luxon,moment,"Replace moment usage with Luxon. (#69)

* Added luxon package.

* Use Luxon for getSetMonthRange.

* Use Luxon for main functions.

* Use Luxon for settings, statistics and audit.

* Use fromISO parsing instead of fromFormat.

* Use Luxon for History components and nav drawer.

* Corrected casing of recent card formatting.

* Use Luxon for Image detail drawer.

* Use Luxon for Main components.

* Use Luxon for update elements.

* Use Luxon for User components, and remove Moment from dependencies.

* Use Luxon for cloud functions.

* Move @types dependencies to dev dependencies.",luxon moment,"
Replace moment usage with Luxon.
(#69)",4,Utility,,1,0.98,
esp/esp-js,8ab313279d2d9cdf4471ba0d44024a82bb995dde,2017-04-26 07:28:41,uuid,node-uuid,"Node-uuid is deprecated, moving to uuid. Also our first foray into replacing typings with @types",uuid node-uuid,"
Node-uuid is deprecated, moving to uuid.
Also our first foray into replacing typings with @types",22,Utility,,1,0.98,Deprecation
Esri/arcgis-js-cli,f9ac7a0a5a7fb2ea58063ab1396dff9cc938b50e,2021-04-22 19:55:16,sass,node-sass,replace node-sass for sass in webpack app,sass node-sass,"
replace node-sass for sass in webpack app",40,UI,,1,0.98,
este/este,9e17b03425d58fe054cd4c1d4fe08b7b3cc70a62,2019-02-22 19:32:28,next-transpile-modules,next-plugin-transpile-modules,Use next-transpile-modules instead of next-plugin-transpile-modules,next-transpile-modules next-plugin-transpile-modules,"
Use next-transpile-modules instead of next-plugin-transpile-modules",5,Utility,,1,0.99,
ether/etherpad-lite,552b6d7adb1c67b6b9c78ee66f84992e90ddf88f,2020-06-05 22:10:24,terser,uglify-js,stale: Terser instead of uglify (#4075),terser uglify-js,"
stale: Terser instead of uglify (#4075)",4,Utility,,1,0.99,Deprecation
ethereum-oasis/baseline,fd9e72891291775c7e3adc83e632a8f36a0185e3,2020-06-25 09:15:30,mocha,jest,Migrate privacy package to use mocha test harness,mocha jest,Migrate privacy package to use mocha test harness,3,Testing,,1,0.97,
EthWorks/UniversalLoginSDK,51baca00772da88247c0f70580fa1bb47a3c089e,2019-05-22 14:09:11,ts-loader,awesome-typescript-loader,"Wallet Maintenance (#517)

* Prebuild use yarn clean

* Add prebuild to example

* Change atl to ts-loader",ts-loader awesome-typescript-loader,"
* Change atl to ts-loader",10,Web Framework,,1,0.97,
EthWorks/UniversalLoginSDK,7e9f7b75a57d88d80f90f5098d0bbaa85ebae3f2,2019-02-08 13:05:39,tslint,eslint,"Ts rewrite/contracts (#251)

* Compile with typescript

* Configure tslint

* Remove unused dependencies

* Add @types required for testing

* Removed most external dependencies on universal-login-contracts

* Fix tests

* Fix linter issues",tslint eslint,"
* Fix linter issues",3,Testing,,1,0.85,
EthWorks/UniversalLoginSDK,26e5bf6459bb95f9e0976f88e7f7ffc107e37049,2019-10-21 09:06:15,eslint,tslint,"Eslint instead of tslint (commons, contracts, react, wallet, web3) (#1362)

* Use eslint in web3

* Use eslint in wallet

* Extra fixes for web3

* Lint commons

* Lint contracts

* Lint react

* Fix build error

* Remove js extension from linter

* Fix formatting

* CR fix",eslint tslint,"
Eslint instead of tslint (commons, contracts, react, wallet, web3) (#1362)",26,Testing,,1,0.95,
EthWorks/UniversalLoginSDK,26e5bf6459bb95f9e0976f88e7f7ffc107e37049,2019-10-21 09:06:15,typescript-eslint,tslint,"Eslint instead of tslint (commons, contracts, react, wallet, web3) (#1362)

* Use eslint in web3

* Use eslint in wallet

* Extra fixes for web3

* Lint commons

* Lint contracts

* Lint react

* Fix build error

* Remove js extension from linter

* Fix formatting

* CR fix",typescript-eslint tslint,"
Eslint instead of tslint (commons, contracts, react, wallet, web3) (#1362)",24,Testing,,1,0.95,
