commit,add_lib,rem_lib,message,time_stamp,src,rule,url,domain,prj_language,new_src,is_migration,confidence,migration_type,reason_label
800d6c69d8f5d451e3204b0368bd9488f16bb0b1,chrpath,dpatch,tcltls (1.6+dfsg-1) unstable  urgency=low\n\n  * New upstream release.   * Maintainer's mail has been changed.   * Bump Standard-Version to 3.9.2.   * The debhelper version was changed to 7.   * Switch to dpkg-source 3.0 (quilt) format.   * The Description of the package has been modified so that it is ommited     any indefinite and definite articles.   * Removed rpath by using chrpath in debian/rules.,1312878549+0400,deb,dpatch chrpath,https://salsa.debian.org/tcltk-team/tcltls,build,C,deb,1,0.9,pkg_rule,
8018b1cc6b8ff291bd724d42ea27e445d89eb5e7,dh-exec,cdbs,convert from cdbs to dh,1516810128+0100,deb,cdbs dh-exec,https://salsa.debian.org/kilobyte/freefem,build,C++,deb,1,0.9,pkg_rule,
802341c2dcb6ca9099e284903c9d9f03ad287167,quilt,dpatch,Move from dpatch to quilt,1195998836+0100,deb,dpatch quilt,https://github.com/alephobjects/Blender,build,C,deb,1,0.9,pkg_rule,
80358daeb8cb7b610ca449ce095af50ca7fe74f4,ruby1.9.1,ruby1.8-dev,"package debian: update debian/control to support Ruby1.9.1.\n\nDrop Ruby1.8 support by default, but we will support it on old system which is using it by default.",1352768973+0900,deb,ruby1.8-dev ruby1.9.1,https://github.com/cosmo0920/milter-manager,other,C,deb,1,0.95,pkg_rule,
8040086a33228954c8a5a8af7f327409c21bdd1d,tdb-dev,libgdbm-dev,Import patches-applied version 1:0.9.16~test4-0ubuntu6 to applied/ubuntu/karmic\n\nImported using git-ubuntu import.\n\nChangelog parent: f67e6704c1407e85881ac120d88b7e838c6c0cbb Unapplied parent: b041126bf2680379cfe316661189bdabe728a852\n\nNew changelog entries:   * Correct changelog entry for 1:0.9.16~test4-0ubuntu5     (5fcb8a3c0838a4ecdb00a0af09b6e1a358b114d0 was _not_     applied)   * Resync proper 0050-backport-git-post-test4.patch     from the ~ubuntu-audio-dev PPA branch   * debian/control: Drop libgdbm-dev  use tdb-dev instead     since it's upstream's approach,1250218147-0400,deb,libgdbm-dev tdb-dev,https://github.com/tobetter/pulseaudio,Multi Media,C,deb,1,0.85,lib_replacement,Organization
804103c9ff1dd5ef0c78cc2ed347c0d8685402d4,qtbase5-dev,libqt4-dev,Merge branch 'master' into declarative\n\nConflicts: 	CMakeLists.txt 	src/core/VideoMemoryStream.h 	tests/CMakeLists.txt,1430726455+0200,deb,libqt4-dev qtbase5-dev,https://github.com/zeal18/vlc-qt,GUI,C++,deb,1,1.0,pkg_rule,
8052ba3bf05a66aa442c6db951f119d1ba8268f7,libjack-jackd2-dev,libjack-dev,Upgrading MPV to Debian Buster backports for Metztli Reiser4,1577022422-0800,deb,libjack-dev libjack-jackd2-dev,https://github.com/Metztli/mpv-buster-bp-metztli,Multi Media,C,deb,1,0.9,pkg_rule,
805df78bab0204a805f2dca033d6e214110c8295,libboost-dev,libboost-serialization-dev,"Changes for KTorrent split.\n\n* Changes for KTorrent split:   - build depend on libktorrent-dev (>= 1.0~rc1)    - remove libgmp3-dev, libqca2-dev from build depends    - drop libbtcore from ktorrent.install file    - replace libboost-serialization-dev with libboost-dev.",1273338366+0300,deb,libboost-serialization-dev libboost-dev,https://github.com/netrunner-debian-kde-extras/ktorrent,serializing,C++,deb,1,0.9,pkg_rule,
805f66d8266f795e602370b22657d60649645c50,libmagickwand-dev,libmagick9-dev,* Updated debian/control     - for squeeze,1299243092+0900,deb,libmagick9-dev libmagickwand-dev,https://github.com/atkonn/mod_chxj,Multi Media,C,deb,1,0.8,pkg_rule,
805f66d8266f795e602370b22657d60649645c50,libssl-dev,openssl,* Updated debian/control     - for squeeze,1299243092+0900,deb,openssl libssl-dev,https://github.com/atkonn/mod_chxj,cryptography,C,deb,1,0.8,pkg_rule,
8073922e64df09b69a3837379f4e51383f628dc5,yelp-tools,gnome-doc-utils,[svn-buildpackage] Tagging anjuta 2:3.18.0-1,1444240180+0000,deb,gnome-doc-utils yelp-tools,https://salsa.debian.org/gnome-team/anjuta,documentation,C,deb,1,0.9,pkg_rule,
80891850eef376db244a8a18387ade42e76051a1,automake,gnome-common,"improve debian/control\n\n- add missed automake, tzdata and remove gnome-common from build-deps - added missed gettext and xdg-utils to ccc deps - gnome-icon-theme and gnome-icon-theme-symbolic, was already removed in debian package - remove very old gnome-power-manager break - improve new nm deps (same version check of configure and linux-any because network-manager and its applet are present only in linux build)",1504089970+0200,deb,gnome-common automake,https://github.com/Fantu/cinnamon-control-center,OS Dev,C,deb,1,0.8,pkg_rule,
80891850eef376db244a8a18387ade42e76051a1,tzdata,gnome-common,"improve debian/control\n\n- add missed automake, tzdata and remove gnome-common from build-deps - added missed gettext and xdg-utils to ccc deps - gnome-icon-theme and gnome-icon-theme-symbolic, was already removed in debian package - remove very old gnome-power-manager break - improve new nm deps (same version check of configure and linux-any because network-manager and its applet are present only in linux build)",1504089970+0200,deb,gnome-common tzdata,https://github.com/Fantu/cinnamon-control-center,OS Dev,C,deb,1,0.8,pkg_rule,
808bca0d129a3522e30ba2c1c2be70a96547eb27,gem2deb,ruby1.9.1,Change ruby-* Build-Depends to gem2deb so that ruby plugin will be built against the newest Ruby interpreter available (#738685),1392300682+0000,deb,ruby1.9.1 gem2deb,https://salsa.debian.org/kolter/weechat,build,C,deb,1,0.8,pkg_rule,
808bca0d129a3522e30ba2c1c2be70a96547eb27,gem2deb,ruby1.9.1-dev,Change ruby-* Build-Depends to gem2deb so that ruby plugin will be built against the newest Ruby interpreter available (#738685),1392300682+0000,deb,ruby1.9.1-dev gem2deb,https://salsa.debian.org/kolter/weechat,build,C,deb,1,0.8,pkg_rule,
809464bcaa96cd8c26c2ad8c36c4541e6daf50db,google-mock,libgtest-dev,Replaced libgtest-dev with google-mock build test.,1480318887+1000,deb,libgtest-dev google-mock,https://github.com/unity8-team/persistent-cache-cpp,testing,C++,deb,1,0.8,lib_replacement,
80993ba526fa67580f6f80843e7aa56dbeb776ee,qemu-kvm [i386 kfreebsd-i386 kopensolaris-i386 any-amd64],qemu-utils [!hurd-any],"Import patches-unapplied version 1.99-21ubuntu1 to ubuntu/precise\n\nImported using git-ubuntu import.\n\nChangelog parent: 3d56457c847f6735169670ffc5cec2ad484954c2\n\nNew changelog entries:   * Resynchronise with Debian.  Remaining changes:     - Adjust for default Ubuntu boot options (""quiet splash"").     - Default to hiding the menu  holding down Shift at boot will show it.     - Set a monochromatic theme and an appropriate background for Ubuntu.     - Apply Ubuntu GRUB Legacy changes to legacy update-grub script.     - Fix backslash-escaping in merge_debconf_into_conf.     - Remove ""GNU/Linux"" from default distributor string.     - Add crashkernel option.     - Bypass menu unless other OSes are installed or Shift is pressed.     - Allow Shift to interrupt 'sleep --interruptible'.     - Reduce visual clutter in normal mode.     - Remove verbose messages printed before reading configuration.     - Suppress kernel/initrd progress messages, except in recovery mode.     - Show the boot menu if the previous boot failed.     - Don't generate device.map during grub-install or grub-mkconfig.     - Adjust upgrade version checks for Ubuntu.     - Suppress ""GRUB loading"" message unless Shift is held down.     - Adjust versions of grub-doc and grub-legacy-doc conflicts.     - Fix LVM/RAID probing in the absence of /boot/grub/device.map.     - Look for .mo files in /usr/share/locale-langpack first.     - Build-depend on qemu-kvm rather than qemu-system for grub-pc tests.     - Check hardware support before using gfxpayload=keep.     - Put second and subsequent Linux menu entries in a submenu.     - Preferred resolution detection for VBE.     - Set vt.handoff=7 for smooth handoff to kernel graphical mode.     - Update default/grub.md5sum to include maverick's default md5sum.     - In recovery mode, add nomodeset to the Linux kernel arguments, and       remove the 'set gfxpayload=keep' command.     - Skip Windows os-prober entries on Wubi systems, and suppress the menu       by default if those are the only other-OS entries.     - Handle probing striped DM-RAID devices.     - Replace 'single' by 'recovery' when friendly-recovery is installed.     - Use qemu -no-kvm in tests for now to work around LP #947597.     - Disable cursor as early as possible in grub_main.",1333473358+0100,deb,qemu-utils [!hurd-any] qemu-kvm [i386 kfreebsd-i386 kopensolaris-i386 any-amd64],https://github.com/delphix/grub2,OS Dev,C,deb,1,0.9,pkg_rule,
80993ba526fa67580f6f80843e7aa56dbeb776ee,qemu-kvm [i386 kfreebsd-i386 kopensolaris-i386 any-amd64],qemu-system [i386 kfreebsd-i386 kopensolaris-i386 any-amd64],"Import patches-unapplied version 1.99-21ubuntu1 to ubuntu/precise\n\nImported using git-ubuntu import.\n\nChangelog parent: 3d56457c847f6735169670ffc5cec2ad484954c2\n\nNew changelog entries:   * Resynchronise with Debian.  Remaining changes:     - Adjust for default Ubuntu boot options (""quiet splash"").     - Default to hiding the menu  holding down Shift at boot will show it.     - Set a monochromatic theme and an appropriate background for Ubuntu.     - Apply Ubuntu GRUB Legacy changes to legacy update-grub script.     - Fix backslash-escaping in merge_debconf_into_conf.     - Remove ""GNU/Linux"" from default distributor string.     - Add crashkernel option.     - Bypass menu unless other OSes are installed or Shift is pressed.     - Allow Shift to interrupt 'sleep --interruptible'.     - Reduce visual clutter in normal mode.     - Remove verbose messages printed before reading configuration.     - Suppress kernel/initrd progress messages, except in recovery mode.     - Show the boot menu if the previous boot failed.     - Don't generate device.map during grub-install or grub-mkconfig.     - Adjust upgrade version checks for Ubuntu.     - Suppress ""GRUB loading"" message unless Shift is held down.     - Adjust versions of grub-doc and grub-legacy-doc conflicts.     - Fix LVM/RAID probing in the absence of /boot/grub/device.map.     - Look for .mo files in /usr/share/locale-langpack first.     - Build-depend on qemu-kvm rather than qemu-system for grub-pc tests.     - Check hardware support before using gfxpayload=keep.     - Put second and subsequent Linux menu entries in a submenu.     - Preferred resolution detection for VBE.     - Set vt.handoff=7 for smooth handoff to kernel graphical mode.     - Update default/grub.md5sum to include maverick's default md5sum.     - In recovery mode, add nomodeset to the Linux kernel arguments, and       remove the 'set gfxpayload=keep' command.     - Skip Windows os-prober entries on Wubi systems, and suppress the menu       by default if those are the only other-OS entries.     - Handle probing striped DM-RAID devices.     - Replace 'single' by 'recovery' when friendly-recovery is installed.     - Use qemu -no-kvm in tests for now to work around LP #947597.     - Disable cursor as early as possible in grub_main.",1333473358+0100,deb,qemu-system [i386 kfreebsd-i386 kopensolaris-i386 any-amd64] qemu-kvm [i386 kfreebsd-i386 kopensolaris-i386 any-amd64],https://github.com/delphix/grub2,OS Dev,C,deb,1,0.9,pkg_rule,
80a88e80f18546840f0c6b26ab5299bef3b72706,autotools-dev,automake,Imported Debian patch 2.2-1,1108579979+0000,deb,automake autotools-dev,https://salsa.debian.org/debian/ser2net,build,C,deb,1,0.9,pkg_rule,
80acc97242f091f921c17e47816a7732429a2f38,qtbase5-dev,libqt4-dev,Merge pull request #1 from qgis/master\n\nupdate,1599720690+0800,deb,libqt4-dev qtbase5-dev,https://github.com/gitzhang/qgis,GUI,C++,deb,1,0.8,pkg_rule,
80acc97242f091f921c17e47816a7732429a2f38,qttools5-dev-tools,libqt4-dev,Merge pull request #1 from qgis/master\n\nupdate,1599720690+0800,deb,libqt4-dev qttools5-dev-tools,https://github.com/gitzhang/qgis,GUI,C++,deb,1,0.8,pkg_rule,
80acc97242f091f921c17e47816a7732429a2f38,qttools5-dev,libqt4-dev,Merge pull request #1 from qgis/master\n\nupdate,1599720690+0800,deb,libqt4-dev qttools5-dev,https://github.com/gitzhang/qgis,GUI,C++,deb,1,0.8,pkg_rule,
80c744fd9aa7d5220c65eed6c35e3e4164d96923,dh-sequence-gnome,gnome-pkg-tools,Build-Depend on dh-sequence-gnome,1549586279-0500,deb,gnome-pkg-tools dh-sequence-gnome,https://salsa.debian.org/gnome-team/glib-networking,build,C,deb,1,0.9,pkg_rule,
80d37a4497560f5676f41de44d18beb7f7372487,dh-autoreconf,autotools-dev,Imported Debian patch 1.3.3-2,1404840120+0200,deb,autotools-dev dh-autoreconf,https://salsa.debian.org/libreoffice-team/hunspell,build,C++,deb,1,0.9,pkg_rule,
80db8edef949dee01a34b49788ec4233aaeb17f9,libhdf5-dev,libhdf5-serial-dev,Updated hdf5 deps,1663757531+0200,deb,libhdf5-serial-dev libhdf5-dev,https://github.com/ARPA-SIMC/radarlib,serializing,C++,deb,1,0.85,pkg_rule,
80e19648134d950b947cf0f0f930b0c6d4d00c47,quilt,dpatch,dpatch -> quilt,1196692476+0000,deb,dpatch quilt,https://salsa.debian.org/python-team/modules/python-scipy,build,C++,deb,1,0.5,lib_replacement,
80f8d1cf0b825533c5811c10c5b13dee5f8434d0,libsecret-1-dev,libgnome-keyring-dev,"New upstream release, 3.6.1\n\n",1352744720+0000,deb,libgnome-keyring-dev libsecret-1-dev,https://salsa.debian.org/gnome-team/vino,cryptography,C,deb,1,0.85,pkg_rule,
80fd36dbf8453cadcfd8dc68c1660cf481b349c8,meson,autotools-dev,"merged v1.0.0, untested.",1572744338-0400,deb,autotools-dev meson,https://github.com/hchenji/open5gs,build,C,deb,1,0.9,pkg_rule,
0112a0497c675c37d49b055958376c0416eeed32,default-libmysqlclient-dev,libmysqlclient-dev,"Switch to default-*mysql\n\nCloses: #845905, #841583",1484865253+0000,deb,libmysqlclient-dev default-libmysqlclient-dev,https://salsa.debian.org/ruby-team/ruby-dataobjects-mysql,database,C,deb,1,0.85,pkg_rule,
0121f9763d34385d369934f523c69c362ba363c4,xutils-dev,xutils,"minor lintian issues, rev deb stuff",1219145942+0000,deb,xutils xutils-dev,https://salsa.debian.org/debian/xtv,GUI,C,deb,1,0.85,pkg_rule,
012509a3bc413f655f2a7d17ae0a58da7bd2933f,qttools5-dev-tools,libqt4-dev,Update CHTC to fix multiple minor bugs and reduce CPU usage,1555936398+0000,deb,libqt4-dev qttools5-dev-tools,https://github.com/CryptoHashTank/CHTC,GUI,C++,deb,1,0.9,pkg_rule,
012509a3bc413f655f2a7d17ae0a58da7bd2933f,qtbase5-dev,libqt4-dev,Update CHTC to fix multiple minor bugs and reduce CPU usage,1555936398+0000,deb,libqt4-dev qtbase5-dev,https://github.com/CryptoHashTank/CHTC,GUI,C++,deb,1,0.9,pkg_rule,
012509a3bc413f655f2a7d17ae0a58da7bd2933f,qttools5-dev,libqt4-dev,Update CHTC to fix multiple minor bugs and reduce CPU usage,1555936398+0000,deb,libqt4-dev qttools5-dev,https://github.com/CryptoHashTank/CHTC,GUI,C++,deb,1,0.9,pkg_rule,
0149d7bbfc310e3ea973c4f78253f0f02a06f6d2,x11proto-core-dev,x-dev,Changed build-dep on x-dev to x11proto-core-dev.  Closes: #515383.,1246510948-0500,deb,x-dev x11proto-core-dev,https://github.com/cprevallet/netmaze,GUI,C,deb,1,0.85,pkg_rule,
015d584387a892ea9189b76a23fa7a1e0c736d58,default-libmysqlclient-dev,libmysqlclient-dev,Merge 8d600c5de0e022bec3e6c6799e5c8c729c21cff9 into 7e693ac32ceae7bcc34d6359043d6d9963933d4f,1492462134+0000,deb,libmysqlclient-dev default-libmysqlclient-dev,https://github.com/kamailio/kamailio,database,C,deb,1,0.9,pkg_rule,
016dfd516e458485efaadf3108b1f2f4e533e4e1,cmake,autotools-dev,"[debian] use cmake for build, fix missing dependencies",1440966611+0200,deb,autotools-dev cmake,https://github.com/xylar/moab,build,C++,deb,1,0.85,pkg_rule,
01708699d8754c1caf9deeecb52c586e0734c129,libgeos-dev,libgeos++-dev,Ported to GEOS C API. Refs: #291,1662997516+0200,deb,libgeos++-dev libgeos-dev,https://github.com/ARPA-SIMC/arkimet,computing,C++,deb,1,0.9,lib_replacement,
018440e253559c5d025ae525b66cf4f6da40525f,dh-autoreconf,autotools-dev,Merge tag 'debian/2.3.1-3'\n\nDebian release 2.3.1-3\n\nConflicts: 	debian/changelog 	debian/control,1490838537+0000,deb,autotools-dev dh-autoreconf,https://github.com/pexip/os-unixodbc,build,C,deb,1,0.9,pkg_rule,
