repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type,is_migration,confidence,reason_label
apache/james-project,6e1bbee81c88c2439f0c1633a082ca162997468e,2018-07-31 02:25:23,ch.qos.logback:logback,org.slf4j:slf4j,JAMES-2493 replace slf4j-simple with logback,ch.qos.logback:logback org.slf4j:slf4j,"
JAMES-2493 replace slf4j-simple with logback",13,Logging,,1,0.95,
apache/james-project,37829b367a4e3ee6df42b3a0b92130a1f4f2dbd1,2018-08-03 08:51:21,org.mockito:mockito,org.jmock:jmock,JAMES-2506 Remove jmock from mpt,org.mockito:mockito org.jmock:jmock,JAMES-2506 Remove jmock from mpt,4,Testing,,1,0.9,
apache/jena,edbac884e9a14198b01976fc0e4f169701200d95,2021-03-03 19:51:28,org.apache.logging.log4j:log4j,org.slf4j:slf4j,Upgrade Jena JDBC to Log4j2 (JENA-1867),org.apache.logging.log4j:log4j org.slf4j:slf4j,"
Upgrade Jena JDBC to Log4j2 (JENA-1867)",111,Logging,,1,0.85,
apache/juddi,36222ec0c1a56ebfc3753c0e5f1a554662ae7bed,2010-12-14 01:07:45,commons-logging:commons-logging,log4j:log4j,"JUDDI-436, switching from log4j to commons.logging.

git-svn-id: https://svn.apache.org/repos/asf/juddi/trunk@1048885 13f79535-47bb-0310-9956-ffa450edef68",commons-logging:commons-logging log4j:log4j,"
JUDDI-436, switching from log4j to commons.logging.",3,Logging,,1,0.98,
apache/karaf,9e03d03da7bf2bcc7c8723101bdb50ae4a96aad7,2011-01-31 18:23:41,org.slf4j:slf4j,commons-logging:commons-logging,"[KARAF-427] Use SLF4J as default logger.

git-svn-id: https://svn.apache.org/repos/asf/karaf/trunk@1065702 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"
[KARAF-427] Use SLF4J as default logger.",39,Logging,,1,0.98,
apache/log4j,c97347f1d0dd902675a669c54dbc3822eaeb3dbe,2008-07-31 23:00:20,org.apache.geronimo.specs:geronimo,javax.jms:jms,"Bug 45517
Provide tweaked patch provided by Thorbørn to remove a dependency on Sun's JMS stuff.

Slightly tweaked in that I retained the <optional> modifier because we don't want that to 
be marked as transitive dependency (we b0rk3d that in 1.2.15, I'd hate to redo it).



git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@681536 13f79535-47bb-0310-9956-ffa450edef68",org.apache.geronimo.specs:geronimo javax.jms:jms,"Bug 45517
Provide tweaked patch provided by Thorbørn to remove a dependency on Sun's JMS stuff.",4,Database&Web Framework,,1,0.75,
apache/logging-log4j2,78c6a1fcae718f5edd177256ab157f555b84f37a,2016-10-23 20:12:03,org.mockito:mockito,org.easymock:easymock,"Migrate unit tests to Mockito 2.x

This commit completely migrates from EasyMock to Mockito 2.x. Unit tests
have been updated to use the BDD-style of Mockito's API
(given/when/then). Various test cleanups were also included during the
migration.

Related to LOG4J2-1646.",org.mockito:mockito org.easymock:easymock,"This commit completely migrates from EasyMock to Mockito 2.x.
Unit tests
",15,Testing,,1,0.99,
apache/lucene-solr,2af426f2963cb1029aa13eea5db1269c8f1fe40c,2008-09-26 14:07:05,org.apache.geronimo.specs:geronimo,stax:stax-api,"SOLR-787 -- Changed SolrJ POM to refer to woodstox implementation instead of stax as a dependency.

git-svn-id: https://svn.apache.org/repos/asf/lucene/solr/trunk@699333 13f79535-47bb-0310-9956-ffa450edef68",org.apache.geronimo.specs:geronimo stax:stax-api,"
SOLR-787 -- Changed SolrJ POM to refer to woodstox implementation instead of stax as a dependency.",5,Serialization&Web Framework,,1,0.6,
apache/maven,545c6e2685ca238cde4944f8179a3f3fbffa07ae,2015-09-11 22:36:02,com.google.inject:guice,org.sonatype.sisu:sisu-guice,"Switch to official Guice 4.0

Signed-off-by: Jason van Zyl <jason@tesla.io>

closes #45",com.google.inject:guice org.sonatype.sisu:sisu-guice,"
Switch to official Guice 4.0",10,Dependency Injection,,1,0.98,
apache/maven-doxia,c0636dc6de5a97ffd7bec6e74e06eb126a9a1302,2017-03-25 20:30:29,com.vladsch.flexmark:flexmark-all,org.pegdown:pegdown,"[DOXIA-554] migrated Markdown parser from pegdown to flaxmark-java
Submitted by: Vladimir Schneider

git-svn-id: https://svn.apache.org/repos/asf/maven/doxia/doxia/trunk@1788689 13f79535-47bb-0310-9956-ffa450edef68",com.vladsch.flexmark:flexmark-all org.pegdown:pegdown,"
[DOXIA-554] migrated Markdown parser from pegdown to flaxmark-java
Submitted by: Vladimir Schneider",4,Building,,1,0.99,
apache/maven-indexer,ad07405c06b422cb529d3badaa1b6b376699c9c1,2017-11-23 11:01:56,com.google.inject:guice,org.sonatype.sisu:sisu-guice,"Prepare for next major release (6.x)

Changes:
- update parent pom
- update dependencies (but remain Java7!)
- update sisu (drop sonatype guice, use vanilla guice)
- update to maven-resolver (from aether)

No source changes happened.",com.google.inject:guice org.sonatype.sisu:sisu-guice,"
- update dependencies (but remain Java7!)
- update sisu (drop sonatype guice, use vanilla guice)
- update to maven-resolver (from aether)",10,Dependency Injection,,1,0.97,
apache/maven-plugin-tools,9b36687ee5f85689905eee561a6cce940b83108e,2020-05-03 18:24:47,org.mockito:mockito,org.easymock:easymock,Replace EasyMock with Mockito,org.mockito:mockito org.easymock:easymock,"Replace EasyMock with Mockito
",15,Testing,,1,0.99,
apache/metamodel,bda8d764f65acdf3b1f520d21cb51a7396e23c7d,2018-01-26 04:13:08,org.elasticsearch.client:transport,org.elasticsearch:elasticsearch,"METAMODEL-1179: Upgraded ElasticSearch REST module to new client.

Using the official elastic REST high level client for ElasticSearch.

Closes #177",org.elasticsearch.client:transport org.elasticsearch:elasticsearch,"
METAMODEL-1179: Upgraded ElasticSearch REST module to new client.",8,Database,,1,0.85,
apache/metamodel,bda8d764f65acdf3b1f520d21cb51a7396e23c7d,2018-01-26 04:13:08,org.elasticsearch.test:framework,org.elasticsearch:elasticsearch,"METAMODEL-1179: Upgraded ElasticSearch REST module to new client.

Using the official elastic REST high level client for ElasticSearch.

Closes #177",org.elasticsearch.test:framework org.elasticsearch:elasticsearch,"
METAMODEL-1179: Upgraded ElasticSearch REST module to new client.",3,Database&Testing,,1,0.85,
apache/mina-sshd,a22514bb5a2692c7b510fbef3fdcdc86995d620d,2020-12-11 08:51:14,ch.qos.logback:logback,log4j:log4j,[SSHD-1109] Replace log4j with logback as the slf4j logger implementation for tests,ch.qos.logback:logback log4j:log4j,"
[SSHD-1109] Replace log4j with logback as the slf4j logger implementation for tests",58,Logging,,1,0.98,
apache/olingo-odata4,8c6be6654fd4da9a1c40d445278dc8eddf235096,2015-04-02 13:09:02,org.apache.tomcat.embed:tomcat-embed,org.eclipse.jetty,[OLINGO-573] Start replacement of Jetty with Tomcat,org.apache.tomcat.embed:tomcat-embed org.eclipse.jetty,"
[OLINGO-573] Start replacement of Jetty with Tomcat",6,Web Framework,,1,0.99,
apache/oodt,b4064c5beb2d4ad1fdb2b773fdf8d081c90fac36,2010-07-29 07:27:01,org.apache.cxf:cxf,com.sun.jersey:jersey,"- fix for OODT-21 Remove jersey dependency from curator and replace with Apache CXF

git-svn-id: https://svn.apache.org/repos/asf/incubator/oodt/trunk@980344 13f79535-47bb-0310-9956-ffa450edef68",org.apache.cxf:cxf com.sun.jersey:jersey,"
- fix for OODT-21 Remove jersey dependency from curator and replace with Apache CXF",4,Web Framework,,1,0.99,
apache/oozie,259046fc090dcb6f96f2362daff647d57f3fbddd,2019-02-22 10:43:08,com.github.spotbugs:spotbugs,com.google.code.findbugs,OOZIE-3395 [build] Migration from FindBugs to SpotBugs (kmarton via asalamon74),com.github.spotbugs:spotbugs com.google.code.findbugs,"
OOZIE-3395 [build] Migration from FindBugs to SpotBugs (kmarton via asalamon74)",21,Utility,,1,0.95,
apache/openejb,60a0300899447b95de68f1898cd073b3de5bef29,2007-03-14 03:04:46,org.apache.geronimo.specs:geronimo,stax:stax-api,"Updating from stax-api to geronimo-stax-api_1.0_spec to correct incorrect method signatures

git-svn-id: https://svn.apache.org/repos/asf/incubator/openejb/trunk@517980 13f79535-47bb-0310-9956-ffa450edef68",org.apache.geronimo.specs:geronimo stax:stax-api,"
Updating from stax-api to geronimo-stax-api_1.0_spec to correct incorrect method signatures",5,Serialization&Web Framework,,1,0.95,BugIssue
apache/openejb,96dff8139bcd3b956c330ed1cbe7782be9fab63c,2010-06-01 17:06:37,org.osgi:org.osgi,org.apache.felix:org.osgi,"use standard osgi core bundles

git-svn-id: https://svn.apache.org/repos/asf/openejb/trunk@950167 13f79535-47bb-0310-9956-ffa450edef68",org.osgi:org.osgi org.apache.felix:org.osgi,"
use standard osgi core bundles",17,Building,,1,0.85,Popularity
apache/openejb,1984e2b98ef96e629f8d3dad008354c9959159ea,2010-08-03 15:33:04,org.osgi:org.osgi,org.apache.felix:org.osgi,"for consistency use eclipe osgi jars

git-svn-id: https://svn.apache.org/repos/asf/openejb/trunk@981932 13f79535-47bb-0310-9956-ffa450edef68",org.osgi:org.osgi org.apache.felix:org.osgi,"
for consistency use eclipe osgi jars",13,Building,,1,0.8,Simplification
apache/openwebbeans,f30a57fedb3680a8cb0a2c0fc82adb11671b087d,2010-05-17 12:28:07,org.apache.myfaces.core:myfaces,com.sun.faces:jsf,"OWB-374 move from sun to MyFaces for JSF2 api + impl


git-svn-id: https://svn.apache.org/repos/asf/openwebbeans/trunk@945112 13f79535-47bb-0310-9956-ffa450edef68",org.apache.myfaces.core:myfaces com.sun.faces:jsf,"
OWB-374 move from sun to MyFaces for JSF2 api + impl",4,Web Framework,,1,0.98,
apache/parquet-mr,a24d624aaabc14a455d18450d9127f88d1b4f8be,2015-12-08 18:39:47,org.slf4j:slf4j,log4j:log4j,"PARQUET-305: Update logging to SLF4J.

This removes the Log implementation based on java.util.logging and
replaces it with SLF4J. The compiler removal of debug log messages still
works because Log.DEBUG and similar final constants are unchanged.

This commit adds slf4j-simple as the test logger implementation.
Configuration for slf4j-simple is in the root pom. Two modules can't use
slf4j-simple, parquet-pig and parquet-thrift, and use slf4j-log4j12
instead because pig depends on log4j and tests die without it.

Author: Ryan Blue <blue@apache.org>

Closes #290 from rdblue/PARQUET-305-update-logging and squashes the following commits:

89257e8 [Ryan Blue] PARQUET-305: Remove deprecation annotations on Log.
9f9b99a [Ryan Blue] PARQUET-305: Update logging to SLF4J.",org.slf4j:slf4j log4j:log4j,"
Two modules can't use
slf4j-simple, parquet-pig and parquet-thrift, and use slf4j-log4j12
instead because pig depends on log4j and tests die without it.",73,Logging,,1,0.95,
apache/pdfbox,9ba497d7d44cfe37672b73e0eccba0cb5e637be1,2020-12-04 07:08:13,info.picocli:picocli,commons-cli:commons-cli,"PDFBOX-2602: initial move to Picocli for command line parsing

git-svn-id: https://svn.apache.org/repos/asf/pdfbox/trunk@1884085 13f79535-47bb-0310-9956-ffa450edef68",info.picocli:picocli commons-cli:commons-cli,"
PDFBOX-2602: initial move to Picocli for command line parsing",4,Utility,,1,0.98,
apache/portals-pluto,f25b14a12eade4cae7bebdd1f9cb2370173d308a,2014-12-03 14:53:05,org.apache.taglibs:taglibs-standard,javax.servlet:jstl,"Changed servlet, jsp, and taglib dependencies to use the Apache versions of
the artifacts. Moved to servlet version 3.0, JSP & EL version 2.2,
which correspond to tomcat version 7.0.50. Moved to version 1.2.1 of the Apache
standard tag library.",org.apache.taglibs:taglibs-standard javax.servlet:jstl,"
Changed servlet, jsp, and taglib dependencies to use the Apache versions of
the artifacts.",5,Web Framework,,1,0.9,Integration
apache/portals-pluto,f25b14a12eade4cae7bebdd1f9cb2370173d308a,2014-12-03 14:53:05,org.apache.taglibs:taglibs-standard,taglibs:standard,"Changed servlet, jsp, and taglib dependencies to use the Apache versions of
the artifacts. Moved to servlet version 3.0, JSP & EL version 2.2,
which correspond to tomcat version 7.0.50. Moved to version 1.2.1 of the Apache
standard tag library.",org.apache.taglibs:taglibs-standard taglibs:standard,"
Changed servlet, jsp, and taglib dependencies to use the Apache versions of
the artifacts.",3,Utility,,1,0.9,Integration
apache/portals-pluto,fc36862b27fd01ea8ef905df54d351315358d56e,2017-04-27 00:30:07,org.slf4j:slf4j,log4j:log4j,PLUTO-655 Maven archetypes for Portlet 3.0 (applied license headers and migrated from the Log4J API to the SLF4J API),org.slf4j:slf4j log4j:log4j,"
PLUTO-655 Maven archetypes for Portlet 3.0 (applied license headers and migrated from the Log4J API to the SLF4J API)",73,Logging,,1,0.98,
apache/qpid-jms,2f547a288ead1f9ce32481a8a4e07aacceae2c11,2020-05-15 10:37:38,org.apache.logging.log4j:log4j,org.slf4j:slf4j,QPIDJMS-503: Upgrade to log4j2,org.apache.logging.log4j:log4j org.slf4j:slf4j,"
QPIDJMS-503: Upgrade to log4j2",111,Logging,,1,0.75,
apache/roller,afa777759ff01700b9bf09d15b888fc35cea4a3b,2013-07-30 11:16:16,org.hibernate:hibernate,org.eclipse.persistence:eclipselink,"Switching to Hibernate JPA, at least until the EclipseLink problem w/MediaFiles is fixed.

git-svn-id: https://svn.apache.org/repos/asf/roller/trunk@1508391 13f79535-47bb-0310-9956-ffa450edef68",org.hibernate:hibernate org.eclipse.persistence:eclipselink,"
Switching to Hibernate JPA, at least until the EclipseLink problem w/MediaFiles is fixed.",5,Building&Database,,1,0.98,BugIssue
apache/santuario-java,b6d1db62e0baec3b92eebd5b784fcae9417fc36b,2013-03-22 11:25:01,org.slf4j:slf4j,log4j:log4j,"[SANTUARIO-354] - Switch to use SLF4J for logging

git-svn-id: https://svn.apache.org/repos/asf/santuario/xml-security-java/trunk@1459726 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j log4j:log4j,"
[SANTUARIO-354] - Switch to use SLF4J for logging",73,Logging,,1,0.98,
apache/servicecomb-saga-actuator,8f0f37963a7ad746d42b4692ce82fcd8e37e52d2,2018-01-18 07:34:09,org.postgresql:postgresql,mysql:mysql-connector-java,"SCB-249 replaced mysql with postgres to comply with APL2 in original saga

Signed-off-by: seanyinx <sean.yin@huawei.com>",org.postgresql:postgresql mysql:mysql-connector-java,"
SCB-249 replaced mysql with postgres to comply with APL2 in original saga",5,Database,,1,0.98,License
apache/shiro,12bd2f41296a4055e6bc03e9bc4b83b23abd1fc3,2008-07-11 19:21:01,org.slf4j:slf4j,commons-logging:commons-logging,"JSEC-118 - addedd SLF4J and removed commons logging.

git-svn-id: https://svn.apache.org/repos/asf/incubator/jsecurity/trunk@710967 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"JSEC-118 - addedd SLF4J and removed commons logging.
",39,Logging,,1,0.97,
apache/shiro,733ea8d8a875ad4d8f55b0257063a716d602229d,2009-03-27 19:20:08,org.slf4j:slf4j,commons-logging:commons-logging,"KI-72: swapped out commons-logging for slf4j

git-svn-id: https://svn.apache.org/repos/asf/incubator/jsecurity/trunk@759309 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"
KI-72: swapped out commons-logging for slf4j",15,Logging,,1,0.98,
apache/stanbol,605e26375b4f3b497e4f61767c6b1c71a64c1814,2011-06-17 20:01:04,org.codehaus.jettison:jettison,com.googlecode.json-simple:json-simple,"STANBOL-224: This upgrades the SolrYard from Solr 1.4 to Solr 3.2. The default solr configuration was also updated to the new version. Also the Indexing Utilities are now using Solr 3.2.
Only the Autotagger still uses Lucene 3.0.1. A migration to 3.2 would require code changes and is not necessary because this component will be replaced in future by Entityhub based enhancement engines. 

### other changes

* replaced most of the remaining ""jsr311-api"" dependencies with ""jersey.core"". Some are still left because -Pkres does currently not build
* changed all remaining JSON code that used libs other than ""jettison"" to use jettison
* corrected a bug that caused the generation of Solr query parts for """" (empty strings) in cases the search term included a leading space of two spaces in a row.

git-svn-id: https://svn.apache.org/repos/asf/incubator/stanbol/trunk@1137007 13f79535-47bb-0310-9956-ffa450edef68",org.codehaus.jettison:jettison com.googlecode.json-simple:json-simple,"
Some are still left because -Pkres does currently not build
* changed all remaining JSON code that used libs other than ""jettison"" to use jettison
* corrected a bug that caused the generation of Solr query parts for """" (empty strings) in cases the search term included a leading space of two spaces in a row.",3,Serialization,,1,0.94,
apache/storm,28558b34c8be84a1288f290675fb34a71ed6203f,2015-06-03 14:50:44,org.apache.logging.log4j:log4j,ch.qos.logback:logback,"Revert ""Merge branch 'STORM-469' of https://github.com/rekhajoshm/storm into STORM-469""

This reverts commit 9b56bc8064dda3c9eab8358dddfed5e60d614a03, reversing
changes made to 27a36066bd1ed21a6fed4b8b0fc71a543740e5b3.

Migrate from logback to log4j2",org.apache.logging.log4j:log4j ch.qos.logback:logback,"
Migrate from logback to log4j2",6,Logging,,1,0.78,
apache/storm,28558b34c8be84a1288f290675fb34a71ed6203f,2015-06-03 14:50:44,org.slf4j:slf4j,ch.qos.logback:logback,"Revert ""Merge branch 'STORM-469' of https://github.com/rekhajoshm/storm into STORM-469""

This reverts commit 9b56bc8064dda3c9eab8358dddfed5e60d614a03, reversing
changes made to 27a36066bd1ed21a6fed4b8b0fc71a543740e5b3.

Migrate from logback to log4j2",org.slf4j:slf4j ch.qos.logback:logback,"
Migrate from logback to log4j2",8,Logging,,1,0.78,
apache/streams,899bb84f3c9b411137f37d18114bfda76fc77c48,2016-11-30 03:43:00,org.testng:testng,junit:junit,"STREAMS-464: switch ITs from junit to testng

testing with:
mvn clean verify -DargLine=""-Dconfig.file=`pwd`/application.conf -Djava.util.Arrays.useLegacyMergeSort=true"" -DskipTests=true -DskipITs=false
problems remain in several modules incuding:
streams-persist-elasticsearch
streams-provider-rss",org.testng:testng junit:junit,"
STREAMS-464: switch ITs from junit to testng",23,Testing,,1,0.97,
apache/struts,e990fbb751af3ed83123ca71bd90b76eec24cf5c,2015-05-01 10:46:59,org.apache.logging.log4j:log4j,commons-logging:commons-logging,"WW-4492 Add support for Log4J2 as a struts and xwork logging backend

 - Use log4j2 in the angularjs maven archetype",org.apache.logging.log4j:log4j commons-logging:commons-logging,"WW-4492 Add support for Log4J2 as a struts and xwork logging backend
WW-4492 Add support for Log4J2 as a struts and xwork logging backend
",6,Logging,,1,0.8,
apache/struts,2a60c1eee69f976a6e20f20add04cdc39b757ead,2018-11-19 07:05:01,org.assertj:assertj-core,org.easytesting:fest-assert,"[WW-4981] Adds support for JDK11  (#270)

* Upgrades test dependencies

* Drops unused lib

* Uses AssertJ instead of FestAssert

* Upgrades Surefire Maven Plugin to 2.22.1

* Downgrades to AssertJ 2.x to support JDK7

* decouple tests from java version

Refactor a java 9 conditional test to work always with any java version

See also WW-4845

* fix NullPointerException in NotURLClassLoader tests

Also includes a few improvements

See also WW-4845

* do not specify threadCount & forkMode which breaks tests in java 9

See also WW-4845

* pass all current tests with java 11

See also WW-4981

* fix an odd path problem in java 9

See also WW-4845

* gitignore test-output

See also WW-4981

* ask travis an oracle jdk 11 build

See also WW-4981

* ask travis to report coverage only in latest working jdk, jdk8

See also WW-4845",org.assertj:assertj-core org.easytesting:fest-assert,"
* Uses AssertJ instead of FestAssert",49,Testing,,1,0.98,Integration
apache/syncope,31d3a0e6b95e039056a7a3bbdfabd730d3bfc50b,2010-10-21 13:33:53,ch.qos.logback:logback,log4j:log4j,"Switching from log4j to logback

git-svn-id: https://svn.apache.org/repos/asf/incubator/syncope/trunk@1246603 13f79535-47bb-0310-9956-ffa450edef68",ch.qos.logback:logback log4j:log4j,"
Switching from log4j to logback",58,Logging,,1,0.98,
apache/syncope,31d3a0e6b95e039056a7a3bbdfabd730d3bfc50b,2010-10-21 13:33:53,ch.qos.logback:logback,org.slf4j:slf4j,"Switching from log4j to logback

git-svn-id: https://svn.apache.org/repos/asf/incubator/syncope/trunk@1246603 13f79535-47bb-0310-9956-ffa450edef68",ch.qos.logback:logback org.slf4j:slf4j,"
Switching from log4j to logback",67,Logging,,1,0.98,
apache/syncope,718182365541e831c439722a2b400fb0fa490904,2017-05-17 13:02:18,com.zaxxer:HikariCP,org.apache.commons:commons-dbcp2,[SYNCOPE-1084] Switch from DBCP2 to HikariCP,com.zaxxer:HikariCP org.apache.commons:commons-dbcp2,"
[SYNCOPE-1084] Switch from DBCP2 to HikariCP",7,Database,,1,0.98,
apache/tapestry-5,decb2071bb6aaf193ec639d3ee09a23449d72654,2007-08-26 22:23:55,org.slf4j:slf4j,commons-logging:commons-logging,"TAPESTRY-1704: Convert dependencies from commons-logging to SLF4J

git-svn-id: https://svn.apache.org/repos/asf/tapestry/tapestry5/trunk@569893 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"
TAPESTRY-1704: Convert dependencies from commons-logging to SLF4J",39,Logging,,1,0.98,
apache/tapestry-5,3a930a62ce94c3106abc6a8893d9814e1c585700,2008-09-13 17:39:19,hsqldb:hsqldb,mysql:mysql-connector-java,"Fixed TAPESTRY-2572: Use HSQL instead of MySQL for Address demo.

Patch by Sven Homburg.

git-svn-id: https://svn.apache.org/repos/asf/tapestry/tapestry5/trunk@694991 13f79535-47bb-0310-9956-ffa450edef68",hsqldb:hsqldb mysql:mysql-connector-java,"
Fixed TAPESTRY-2572: Use HSQL instead of MySQL for Address demo.",3,Database,,1,0.97,
apache/tez,6d0b10a8445d3c26b0958ce816c64b577a1608d9,2015-03-23 18:59:18,org.slf4j:slf4j,commons-logging:commons-logging,TEZ-2176. Move all logging to slf4j. Contributed by Vasanth kumar RJ.,org.slf4j:slf4j commons-logging:commons-logging,"
TEZ-2176.
Move all logging to slf4j.
Contributed by Vasanth kumar RJ.",39,Logging,,1,0.98,
apache/tika,93ab990cd392631cb51e89711c4850d449df0491,2012-03-27 18:24:52,org.apache.cxf:cxf,com.sun.jersey:jersey,"- progress towards TIKA-593: replace Jersey with CXF. Checking in to reduce the need to review patches. Disabled 3 tests for now that aren't passing. Will work with Max to make them pass.

git-svn-id: https://svn.apache.org/repos/asf/tika/trunk@1305940 13f79535-47bb-0310-9956-ffa450edef68",org.apache.cxf:cxf com.sun.jersey:jersey,"
- progress towards TIKA-593: replace Jersey with CXF.
Checking in to reduce the need to review patches.",3,Web Framework,,1,0.98,
apache/tika,5d454782a89dccb42c49438799d9b0005708a50c,2018-10-02 14:44:52,org.glassfish.jaxb:jaxb,javax.xml.bind:jaxb-api,"TIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
     org.glassfish.jaxb:jaxb-runtime and jaxb-core",org.glassfish.jaxb:jaxb javax.xml.bind:jaxb-api,"TIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-coreTIKA-2473 - Replace com.sun.xml.bind:jaxb-impl and jaxb-core with
org.glassfish.jaxb:jaxb-runtime and jaxb-core",13,Serialization,,1,0.8,
apache/tika,b35b1685990a0401e33de0697499e40cec680858,2021-04-22 18:09:45,org.apache.logging.log4j:log4j,org.slf4j:slf4j,TIKA-3312 -- upgrade to log4j2 throughout,org.apache.logging.log4j:log4j org.slf4j:slf4j,"
TIKA-3312 -- upgrade to log4j2 throughout",111,Logging,,1,0.85,
apache/tomee,1f6d05999f12300e941ad342487891219d0da875,2007-03-14 03:04:46,org.apache.geronimo.specs:geronimo,stax:stax-api,"Updating from stax-api to geronimo-stax-api_1.0_spec to correct incorrect method signatures

git-svn-id: https://svn.apache.org/repos/asf/incubator/openejb/trunk/openejb3@517980 13f79535-47bb-0310-9956-ffa450edef68",org.apache.geronimo.specs:geronimo stax:stax-api,"
Updating from stax-api to geronimo-stax-api_1.0_spec to correct incorrect method signatures",5,Serialization&Web Framework,,1,0.7,BugIssue
apache/usergrid,b552f2ff75bc1d367e82d97e6438a11f79f6a8d9,2013-10-01 20:29:51,org.apache.tika:tika,eu.medsea.mimeutil:mime-util,"assets2.0:
* post/put form data for entity using multipart-form
* post/put binary file on any entity in multipart-form
* post/put/get binary file using octet-stream updates
* switched to Apache Tika for mime detection
* updated Apache JClouds impl",org.apache.tika:tika eu.medsea.mimeutil:mime-util,"
* post/put/get binary file using octet-stream updates
* switched to Apache Tika for mime detection
* updated Apache JClouds impl",3,Utility,,1,0.95,
apache/velocity-engine,32273e3c5dc553708106a3617b2c40914a0aba7b,2015-08-31 21:06:34,org.slf4j:slf4j,log4j:log4j,"[engine] switch to slf4j logging facade

git-svn-id: https://svn.apache.org/repos/asf/velocity/engine/trunk@1700350 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j log4j:log4j,"
[engine] switch to slf4j logging facade",15,Logging,,1,0.95,
apache/velocity-tools,28f58c49883dfde55e594ee086d7ab522a5b762d,2017-08-07 10:11:20,com.googlecode.json-simple:json-simple,org.json:json,"[tools] Switch JSON tool to org.json.simple

git-svn-id: https://svn.apache.org/repos/asf/velocity/tools/trunk@1804318 13f79535-47bb-0310-9956-ffa450edef68",com.googlecode.json-simple:json-simple org.json:json,"
[tools] Switch JSON tool to org.json.simple",4,Serialization,,1,0.92,
apache/wicket,512d525c2d4eb6fc2c15bcf0c68cf29c641b8ddf,2006-12-29 07:27:12,org.slf4j:slf4j,commons-logging:commons-logging,"commons logging -> slf4j 1.1.0

git-svn-id: https://svn.apache.org/repos/asf/incubator/wicket/trunk@490933 13f79535-47bb-0310-9956-ffa450edef68",org.slf4j:slf4j commons-logging:commons-logging,"
commons logging  laifuhewb  slf4j 1.1.0",39,Logging,,1,0.95,
apache/wicket,9ab78a88d62cc68208c3f8a80fc065bc0fd4f66e,2014-09-10 08:08:44,org.apache.logging.log4j:log4j,org.slf4j:slf4j,WICKET-5695 Use Log4j 2.x for the archetype,org.apache.logging.log4j:log4j org.slf4j:slf4j,"
WICKET-5695 Use Log4j 2.x for the archetype",111,Logging,,1,0.85,
apache/zookeeper,83d79d16d683dbf07a8a1b52ed97558530f92f89,2020-10-08 18:03:51,com.fasterxml.jackson,com.googlecode.json-simple:json-simple,"ZOOKEEPER-3956: Remove json-simple from ZooKeeper

JSON-Simple was only used in SnapshotFormatter in one place and also in Contrib's LogGraph component.
It's development has discontinued since 2012, so it's time to remove it.
I have replaced it with Jackson2, which we use in ZooKeeper anyway.
Added some unit tests to LogGraph as it didn't have any.

Author: Tamas Penzes <tamaas@cloudera.com>

Reviewers: Enrico Olivelli <eolivelli@apache.org>, Norbert Kalmar <nkalmar@apache.org>

Closes #1484 from tamaashu/ZOOKEEPER-3956",com.fasterxml.jackson com.googlecode.json-simple:json-simple,"It's development has discontinued since 2012, so it's time to remove it.

I have replaced it with Jackson2, which we use in ZooKeeper anyway.ZOOKEEPER-3956: Remove json-simple from ZooKeeper
",7,Serialization,,1,0.97,Deprecation
